"age","gender","income","education_level","household_size","employment_status","region","urbanicity","marital_status","n_children","children_flag","housing_tenure","home_type","years_at_address","car_ownership","commute_mode","commute_minutes","spend_30d","web_visits","avg_time_on_site","pages_viewed","device_type","ad_clicks","email_opens","social_media_engagement","search_channel","purchase_amount","pet_ownership","time_visit"
42,"Male",497230,"HighSchool",1,"Employed","R02","Urban","Cohabiting",1,1,"Owner","Apartment",9,0,"Bike",39,1133,9,11.1,5,"Mobile",0,4,4.3,"Paid",297,NA,NA
30,"Female",553012,"HighSchool",6,"Employed","R02","Urban","Single",1,1,"Owner","Apartment",12,1,"Car",30,483,7,8.9,4,"Mobile",0,6,3.1,"Referral",281,NA,694.3
39,"Male",316037,"Master",4,"Employed","R11","Suburban","Married",1,1,"Renter","Townhouse",14,1,"Remote",0,482,1,3.3,2,"Mobile",0,3,0,"Direct",0,"Dog",NA
51,"Male",1855198,"Bachelor",3,"Employed","R01","Urban","Married",2,1,"Owner","Apartment",9,1,"Car",24,1536,6,13.9,4,"Desktop",0,8,4.5,"Organic",319,NA,1174.7
26,"Female",240295,NA,3,"Employed","R01","Urban",NA,1,1,"Owner","House",3,1,"Car",40,0,2,7,1,"Mobile",1,3,1.5,NA,42,NA,NA
49,"Female",379512,NA,NA,"Employed","R18","Rural","Married",3,1,"Owner","House",8,0,"Car",43,424,3,7.9,5,"Desktop",0,5,2.6,NA,601,NA,NA
47,"Male",565766,"Master",4,"Retired","R02","Urban","Cohabiting",2,1,"Owner","Other",14,1,"Car",24,1964,4,6.2,2,"Mobile",1,1,1.8,"Paid",0,"None",NA
31,"Male",570543,"Bachelor",4,"Employed","R02","Urban","Cohabiting",0,0,"Owner","Apartment",6,1,"Car",49,3094,15,14.9,12,"Desktop",0,17,5.1,"Referral",492,NA,NA
33,"Male",236565,"Master",1,"Student","R03","Urban","Cohabiting",0,0,"Other","Apartment",2,0,"Public",22,912,7,8.4,3,"Desktop",0,5,3.8,"Referral",456,NA,789.7
30,"Male",414326,"Master",2,"Employed","R03","Urban","Cohabiting",1,1,"Renter","Apartment",5,1,"Car",18,2626,NA,7.3,2,"Desktop",0,4,2.2,NA,123,NA,NA
31,"Male",208457,"Master",1,"Employed","R01","Urban","Cohabiting",2,1,"Renter","Apartment",8,1,"Remote",0,293,6,7.5,3,"Mobile",1,3,2.1,"Direct",0,NA,NA
40,"Male",745298,"Bachelor",3,"Retired","R01","Urban","Cohabiting",3,1,"Owner","House",10,1,"Car",38,1625,10,7.2,7,"Mobile",0,12,3.1,"Direct",248,NA,NA
29,"Female",271362,"Master",2,"Employed","R01","Urban","Cohabiting",2,1,"Renter","Townhouse",3,1,"Car",51,587,5,NA,6,"Mobile",0,3,3,"Paid",209,NA,NA
34,"Female",242219,"HighSchool",3,"Student","R01","Urban","Married",0,0,"Renter","Apartment",6,0,"Public",15,0,8,10.2,5,"Mobile",0,3,1.9,"Organic",164,NA,NA
34,"Male",448558,"Master",2,"Retired","R05","Suburban","Cohabiting",1,1,"Owner","House",9,1,"Car",39,380,7,5.4,2,"Desktop",0,3,3.8,"Paid",333,NA,811.2
34,"Female",225512,"HighSchool",4,"Unemployed","R01","Urban","Cohabiting",2,1,"Renter","House",5,1,"Public",37,570,7,9.5,6,"Desktop",0,3,4.1,"Organic",416,NA,NA
36,"Male",505872,"HighSchool",4,"Employed","R01","Urban","Single",2,1,"Owner","Apartment",11,1,"Car",11,1082,4,14.9,4,"Mobile",0,7,5.7,"Organic",814,NA,876.3
50,"Male",331510,"Bachelor",1,"Unemployed","R04","Urban","Married",2,1,"Owner","Townhouse",15,0,"Walk",34,751,13,14.3,10,"Tablet",0,6,2,"Organic",428,NA,NA
32,"Female",318517,"Master",3,"Employed","R01","Urban","Divorced",2,1,"Renter","House",10,0,"Car",24,350,7,9.5,6,"Mobile",1,1,2.3,"Paid",329,NA,NA
29,"Male",187166,NA,NA,"SelfEmployed","R08","Suburban","Cohabiting",3,1,"Owner","Townhouse",3,1,"Car",48,0,1,6.3,2,"Desktop",0,2,2.1,NA,377,NA,NA
42,"Female",115261,"Bachelor",4,"Student","R01","Urban","Cohabiting",0,0,"Renter","House",9,1,"Remote",0,0,NA,9.6,4,"Desktop",0,2,4.4,NA,350,NA,NA
38,"Male",828743,"Master",3,"Student","R01","Urban","Cohabiting",0,0,"Renter","Apartment",11,1,"Bike",45,1199,5,8.2,4,"Mobile",1,4,3.2,"Organic",104,NA,NA
37,"Female",1185041,"Master",4,"Student","R01","Urban","Married",1,1,"Owner","Apartment",7,1,"Public",4,1552,4,9.8,3,"Desktop",1,1,2.5,"Direct",0,NA,NA
40,"Female",898137,"Master",1,"Student","R01","Urban","Cohabiting",3,1,"Owner","Other",13,1,"Car",22,1889,10,10.7,9,"Mobile",0,6,4.8,"Referral",513,NA,NA
26,"Female",430266,"Bachelor",3,"Unemployed","R03","Urban","Single",2,1,"Owner","Townhouse",8,1,"Public",18,1154,5,17.3,5,"Tablet",0,6,2.7,"Direct",0,NA,NA
44,"Female",487967,"Bachelor",2,"Employed","R01","Urban","Married",1,1,"Owner","House",8,0,"Public",25,0,4,4.1,1,"Desktop",0,3,1.7,"Organic",268,NA,NA
39,"Female",546906,"Other",4,"Employed","R03","Urban","Cohabiting",2,1,"Renter","Apartment",12,1,"Car",25,827,9,4.6,5,"Mobile",0,0,2.3,"Organic",86,NA,NA
43,"Male",373837,"Bachelor",4,"SelfEmployed","R01","Urban","Cohabiting",1,1,"Owner","Other",14,1,"Public",25,0,7,7.1,4,"Mobile",0,2,3.1,"Direct",388,"Fish",1030.3
31,"Female",590050,"Other",1,"Employed","R04","Urban","Cohabiting",2,1,"Owner","House",8,1,"Car",27,791,7,NA,5,"Mobile",2,6,4.1,"Organic",237,NA,NA
23,"Female",710291,"HighSchool",3,"SelfEmployed","R01","Urban","Single",1,1,"Owner","Townhouse",5,1,"Car",22,502,2,8.9,1,"Desktop",0,1,0.6,"Organic",188,NA,471.6
31,"Male",757811,"Master",1,"Employed","R08","Suburban","Single",1,1,"Renter","House",8,1,"Car",28,463,3,6,4,"Desktop",0,4,4.1,"Paid",293,NA,NA
29,"Male",854258,NA,3,"Employed","R04","Urban",NA,0,0,"Renter","Townhouse",7,1,"Car",20,1566,8,10.4,8,"Mobile",0,9,4.1,NA,138,NA,658.6
57,"Male",356954,"Master",4,"Employed","R01","Urban","Married",1,1,"Owner","Apartment",14,1,"Bike",23,911,9,7.9,5,"Tablet",0,6,2.3,"Organic",231,NA,NA
32,"Male",540924,"Bachelor",2,"Employed","R05","Suburban","Cohabiting",2,1,"Owner","House",10,1,"Car",24,1184,6,9.2,3,"Mobile",1,4,2,"Paid",355,NA,NA
33,"Male",424463,NA,2,"Employed","R01","Urban",NA,3,1,"Renter","Apartment",0,1,"Car",15,1185,7,13,3,"Desktop",1,7,5.2,NA,278,NA,796.9
NA,"Male",221706,NA,2,"Employed","R02","Urban","Cohabiting",1,1,"Owner","Apartment",10,0,"Public",22,362,8,13.8,2,"Mobile",2,5,4.5,NA,0,NA,NA
40,"Female",273094,"HighSchool",3,"Student","R05","Suburban","Cohabiting",2,1,"Owner","House",8,0,"Public",51,396,4,9.2,6,"Mobile",0,2,3.5,"Organic",431,NA,NA
41,"Male",384938,"PhD",1,"Unemployed","R08","Suburban","Married",1,1,"Owner","Apartment",16,1,"Car",42,818,8,10.7,2,"Mobile",3,5,4.7,"Direct",877,NA,NA
62,"Male",521064,"HighSchool",2,"Employed","R03","Urban","Cohabiting",1,1,"Renter","Apartment",7,1,"Walk",15,996,7,5.8,2,"Tablet",0,2,3.1,"Paid",401,NA,NA
36,"Female",882380,"Master",5,"Employed","R02","Urban","Married",3,1,"Renter","Apartment",7,1,"Bike",31,1874,4,3.6,5,"Desktop",0,5,3.9,"Organic",242,NA,NA
53,"Male",707040,"HighSchool",4,"Employed","R02","Urban","Cohabiting",2,1,"Owner","Apartment",12,1,"Remote",0,1004,5,16.5,5,"Desktop",0,2,3.5,"Paid",0,NA,NA
37,"Male",226552,"HighSchool",5,"SelfEmployed","R02","Urban","Cohabiting",2,1,"Owner","Apartment",11,1,"Car",24,0,9,9.6,4,"Mobile",0,3,3.1,"Paid",161,NA,890.7
25,"Male",626375,"Master",2,"Retired","R10","Suburban","Single",0,0,"Owner","Apartment",7,1,"Car",22,628,7,7.9,4,"Tablet",1,5,5,"Direct",231,NA,548.2
21,"Female",272990,"Master",4,"Employed","R03","Urban","Single",0,0,"Renter","Apartment",3,0,"Remote",0,0,8,17.8,4,"Tablet",1,7,3.7,"Direct",1054,NA,NA
40,"Female",738364,"PhD",6,"Retired","R01","Urban","Married",3,1,"Owner","Apartment",8,1,"Public",27,553,4,10.3,4,"Desktop",0,2,3.8,"Organic",0,NA,NA
28,"Male",266299,NA,5,"Student","R16","Rural",NA,0,0,"Owner","House",10,1,"Car",27,223,7,NA,5,"Mobile",0,7,4.5,NA,274,NA,NA
35,"Male",227411,"Other",2,"Employed","R04","Urban","Single",1,1,"Renter","Apartment",11,0,"Bike",45,1696,NA,6.7,1,"Tablet",0,5,3.3,NA,210,NA,NA
52,"Female",470643,"Master",5,"Retired","R01","Urban","Married",2,1,"Owner","Apartment",14,1,"Car",24,879,2,9.2,3,"Desktop",1,4,2.5,"Organic",280,NA,NA
38,"Female",287739,NA,NA,"Unemployed","R05","Suburban","Divorced",1,1,"Owner","Apartment",2,1,"Car",38,568,8,16.8,11,"Mobile",0,7,5.1,NA,331,NA,NA
33,"Male",808256,"HighSchool",2,"Employed","R01","Urban","Cohabiting",1,1,"Renter","Apartment",13,0,"Public",46,586,13,11.6,3,"Mobile",0,5,2.8,"Direct",474,NA,NA
23,"Female",252721,"HighSchool",6,"Employed","R14","Rural","Cohabiting",1,1,"Renter","House",2,1,"Car",41,0,3,5.7,0,"Desktop",0,2,1,"Organic",0,NA,455.1
29,"Female",597678,"Other",2,"SelfEmployed","R01","Urban","Cohabiting",2,1,"Owner","Apartment",9,1,"Car",23,942,6,7.8,4,"Mobile",0,8,6,"Organic",335,NA,679.9
31,"Female",773874,"HighSchool",2,"Employed","R20","Rural","Cohabiting",0,0,"Owner","House",9,1,"Walk",34,969,2,3.7,1,"Desktop",0,5,1.8,"Organic",108,NA,NA
NA,"Female",370864,NA,1,"Unemployed","R07","Suburban","Cohabiting",2,1,"Owner","House",11,0,"Public",41,1967,4,13.7,8,"Mobile",0,3,1.7,NA,563,NA,NA
39,"Male",576923,"Master",2,"Retired","R13","Rural","Cohabiting",2,1,"Owner","Townhouse",12,1,"Car",55,1193,7,6.4,3,"Tablet",0,3,1.9,"Organic",223,NA,NA
35,"Male",324661,"Master",4,"Employed","R02","Urban","Cohabiting",2,1,"Other","Townhouse",7,1,"Car",23,1029,4,7.9,4,"Mobile",0,3,2.6,"Direct",0,NA,NA
36,"Female",240850,"Master",2,"Unemployed","R03","Urban","Divorced",2,1,"Renter","Apartment",10,1,"Car",14,180,5,11.1,10,"Mobile",0,6,2.8,"Organic",354,NA,NA
33,"Male",124588,"Master",3,"SelfEmployed","R02","Urban","Cohabiting",1,1,"Renter","House",7,0,"Car",27,1098,8,7.8,7,"Mobile",1,5,4.3,"Organic",123,NA,NA
35,"Female",270323,"Bachelor",2,"Employed","R06","Suburban","Married",3,1,"Owner","House",4,0,"Walk",51,1729,1,15.3,4,"Mobile",0,7,2.9,"Organic",234,NA,NA
37,"Male",559247,"Master",2,"Student","R01","Urban","Cohabiting",1,1,"Other","Apartment",10,1,"Remote",0,893,0,4.3,6,"Mobile",0,3,3.2,"Paid",197,"Dog",NA
NA,"Male",468737,NA,2,"Employed","R17","Rural","Cohabiting",2,1,"Owner","Townhouse",4,1,"Remote",0,0,8,12.3,8,"Mobile",0,5,3.6,NA,328,NA,NA
52,"Female",251684,"Master",2,"Employed","R04","Urban","Married",2,1,"Owner","Apartment",10,1,"Car",19,895,4,9.6,1,"Mobile",0,4,3.6,"Direct",212,NA,NA
27,"Male",431209,"Bachelor",2,"SelfEmployed","R01","Urban","Single",2,1,"Owner","Townhouse",9,0,"Public",28,1807,4,9.8,3,"Tablet",0,6,5.3,"Paid",305,NA,NA
48,"Male",119156,"Bachelor",3,"Retired","R10","Suburban","Married",3,1,"Owner","Townhouse",13,0,"Car",15,644,7,8.6,5,"Mobile",0,6,4.3,"Paid",1277,NA,NA
41,"Male",702386,"Bachelor",4,"Employed","R02","Urban","Cohabiting",3,1,"Renter","House",11,1,"Car",25,0,5,6.4,2,"Mobile",0,5,0.7,"Referral",0,NA,NA
NA,"Male",278909,NA,3,"Student","R02","Urban","Single",1,1,"Other","Apartment",4,0,"Car",10,932,5,5.4,1,"Desktop",0,4,2.5,NA,237,NA,NA
33,"Male",420084,"Bachelor",5,"Retired","R01","Urban","Single",2,1,"Other","Apartment",5,0,"Walk",29,536,5,8.4,2,"Tablet",1,11,4,"Paid",0,NA,NA
30,"Male",564184,"Master",2,"Employed","R04","Urban","Married",1,1,"Owner","Townhouse",5,1,"Bike",50,0,8,11.5,5,"Mobile",0,7,4.3,"Referral",998,NA,714.1
29,"Female",281888,"HighSchool",2,"Unemployed","R01","Urban","Cohabiting",1,1,"Owner","Apartment",10,0,"Public",18,0,3,5.4,1,"Mobile",0,0,1.4,"Organic",90,NA,NA
25,"Male",1008128,"Master",3,"Employed","R01","Urban","Single",1,1,"Owner","House",7,1,"Remote",0,0,3,7.2,1,"Desktop",0,6,0.7,"Organic",0,NA,NA
31,"Male",532739,"Bachelor",2,"Student","R01","Urban","Cohabiting",1,1,"Renter","Apartment",6,1,"Car",32,776,3,9.3,7,"Tablet",0,2,2.9,"Referral",152,NA,NA
32,"Male",569963,"Bachelor",4,"Employed","R06","Suburban","Cohabiting",3,1,"Owner","House",11,1,"Remote",0,769,5,6.2,3,"Desktop",0,4,2.2,"Organic",308,NA,NA
33,"Male",702718,"Master",5,"Retired","R01","Urban","Married",0,0,"Owner","House",3,1,"Car",15,1113,6,4.1,1,"Desktop",0,2,4.5,"Paid",859,NA,NA
22,"Male",746871,"Master",3,"SelfEmployed","R15","Rural","Cohabiting",1,1,"Owner","House",4,1,"Car",46,2016,8,6.9,4,"Desktop",0,2,2.5,"Organic",0,NA,NA
39,"Female",607220,"Master",2,"Employed","R03","Urban","Cohabiting",1,1,"Other","Apartment",9,1,"Car",29,668,3,6,6,"Tablet",2,10,4.3,"Paid",46,NA,NA
41,"Male",1656604,"Master",5,"Employed","R02","Urban","Cohabiting",0,0,"Owner","Townhouse",15,1,"Car",7,807,6,17.3,6,"Mobile",0,4,6.1,"Organic",163,NA,NA
42,"Female",322966,"Master",4,"Retired","R14","Rural","Married",3,1,"Owner","House",8,1,"Car",46,338,12,7.6,8,"Mobile",0,5,5.8,"Direct",432,"Cat",NA
41,"Male",1061788,"HighSchool",2,"Employed","R01","Urban","Cohabiting",0,0,"Owner","Apartment",6,1,"Bike",41,864,8,10.2,3,"Mobile",0,2,3.7,"Organic",150,NA,NA
37,"Female",213714,"Master",1,"Retired","R01","Urban","Cohabiting",1,1,"Owner","Apartment",11,1,"Car",30,1460,5,8.6,5,"Desktop",1,8,4.3,"Direct",285,NA,NA
48,"Male",340306,"HighSchool",3,"Student","R07","Suburban","Cohabiting",2,1,"Owner","House",10,0,"Car",27,843,8,9,4,"Tablet",0,4,3.1,"Organic",0,NA,NA
29,"Female",345909,"PhD",6,"Unemployed","R01","Urban","Cohabiting",0,0,"Owner","House",7,0,"Public",27,837,2,4.7,2,"Desktop",0,2,3.9,"Organic",140,NA,NA
27,"Female",274583,"Master",3,"Employed","R01","Urban","Cohabiting",0,0,"Renter","Apartment",1,1,"Car",26,0,6,6.2,2,"Desktop",0,3,2.9,"Organic",199,NA,NA
38,"Female",477612,"Bachelor",4,"Student","R04","Urban","Married",3,1,"Owner","Apartment",12,0,"Car",36,715,1,4.6,1,"Desktop",0,2,2.9,"Referral",66,NA,NA
39,"Male",643345,"HighSchool",3,"Employed","R01","Urban","Married",2,1,"Owner","Apartment",11,1,"Car",43,780,12,14,7,"Desktop",1,6,5.7,"Organic",220,NA,NA
30,"Female",286571,"HighSchool",2,"Employed","R01","Urban","Divorced",1,1,"Renter","Apartment",7,0,"Bike",17,0,6,11.8,7,"Desktop",0,3,3.2,"Paid",0,NA,NA
35,"Female",548461,"Bachelor",2,"SelfEmployed","R01","Urban","Married",2,1,"Owner","House",8,1,"Car",11,1405,6,6.2,1,"Tablet",0,4,3.6,"Organic",218,NA,847.3
38,"Male",637514,"Bachelor",5,"Employed","R01","Urban","Cohabiting",0,0,"Owner","Apartment",8,1,"Public",33,0,12,10.9,6,"Mobile",0,6,5,"Paid",0,"None",NA
38,"Male",474872,NA,3,"Employed","R03","Urban",NA,2,1,"Owner","House",9,1,"Car",26,1015,6,11.6,7,"Desktop",0,6,2.9,NA,0,"Dog",NA
42,"Female",289628,NA,NA,"Employed","R02","Urban","Married",0,0,"Renter","Apartment",10,0,"Remote",0,556,7,5.4,0,"Mobile",1,6,3.5,NA,272,NA,NA
43,"Female",245424,"HighSchool",3,"Employed","R02","Urban","Cohabiting",2,1,"Renter","Apartment",7,1,"Car",14,1138,7,7.3,5,"Desktop",0,5,3.7,"Paid",149,NA,NA
21,"Female",281698,"HighSchool",1,"Unemployed","R08","Suburban","Single",0,0,"Owner","Townhouse",3,0,"Car",44,0,8,10.6,5,"Mobile",0,3,3.7,"Organic",235,NA,NA
51,"Male",598800,"HighSchool",4,"Employed","R01","Urban","Cohabiting",0,0,"Owner","House",12,1,"Car",28,932,4,6.1,3,"Mobile",0,4,3.5,"Paid",354,NA,NA
39,"Female",1199333,"Bachelor",4,"Employed","R01","Urban","Married",2,1,"Owner","House",8,0,"Bike",32,1263,4,16.1,4,"Desktop",0,1,5.5,"Organic",392,NA,NA
31,"Male",323511,"Bachelor",3,"Employed","R01","Urban","Cohabiting",0,0,"Owner","Townhouse",5,1,"Car",35,941,5,10.9,5,"Mobile",0,4,2.9,"Paid",435,NA,NA
27,"Female",1011170,"Bachelor",2,"Employed","R01","Urban","Cohabiting",3,1,"Owner","House",9,1,"Remote",0,2343,4,5.7,3,"Mobile",0,4,2.2,"Organic",184,"Bird",NA
43,"Male",254321,"Bachelor",2,"Student","R07","Suburban","Single",1,1,"Owner","House",14,1,"Remote",0,552,1,8.3,2,"Tablet",0,5,0.8,"Organic",287,"Reptile",NA
38,"Male",328636,"HighSchool",3,"SelfEmployed","R03","Urban","Cohabiting",2,1,"Renter","House",9,1,"Public",18,405,5,5.9,6,"Mobile",1,5,2.6,"Organic",315,NA,NA
44,"Male",431390,"PhD",3,"SelfEmployed","R08","Suburban","Cohabiting",1,1,"Owner","Apartment",10,1,"Car",35,2179,2,10.2,1,"Mobile",0,4,3,"Organic",0,NA,NA
35,"Male",355229,"Master",4,"Employed","R04","Urban","Married",1,1,"Renter","Other",8,1,"Remote",0,1233,6,6.4,1,"Mobile",0,3,1.3,"Direct",0,NA,NA
33,"Female",496378,"HighSchool",2,"Employed","R05","Suburban","Married",2,1,"Owner","Apartment",10,1,"Remote",0,570,4,11.9,2,"Tablet",1,5,4.4,"Paid",420,NA,NA
57,"Female",712268,NA,NA,"Employed","R01","Urban","Married",1,1,"Owner","Apartment",15,0,"Bike",41,1207,14,19.3,5,"Mobile",0,5,2.5,NA,278,NA,NA
22,"Female",800235,"Bachelor",1,"Employed","R04","Urban","Cohabiting",1,1,"Renter","Apartment",4,1,"Car",31,1505,9,6.6,6,"Mobile",0,4,3.6,"Organic",251,NA,NA
38,"Female",684453,"Other",5,"Retired","R02","Urban","Single",2,1,"Owner","Apartment",4,1,"Public",21,250,8,15.1,6,"Desktop",2,6,4,"Organic",448,"Dog",NA
38,"Female",196608,"HighSchool",2,"Student","R04","Urban","Married",1,1,"Renter","Apartment",6,1,"Car",7,511,1,5.4,3,"Tablet",0,0,1.4,"Organic",196,"Fish",NA
39,"Male",325173,"Master",3,"Student","R05","Suburban","Cohabiting",1,1,"Owner","Townhouse",8,0,"Bike",29,647,2,7.1,2,"Desktop",0,6,4.9,"Direct",230,NA,NA
40,"Female",370512,"PhD",3,"Employed","R02","Urban",NA,2,1,"Owner","House",7,0,"Public",21,693,3,6.5,2,"Desktop",0,2,1.1,NA,0,NA,NA
33,"Female",658886,"HighSchool",2,"Unemployed","R08","Suburban","Married",1,1,"Renter","Apartment",11,1,"Public",52,0,3,5.2,1,"Desktop",0,4,2.4,"Paid",222,NA,NA
45,"Female",190189,"HighSchool",5,"Employed","R08","Suburban","Cohabiting",3,1,"Owner","Apartment",14,1,"Car",38,768,3,13.1,5,"Desktop",0,0,1.3,"Organic",529,NA,NA
20,"Female",309948,"Master",3,"Employed","R01","Urban",NA,1,1,"Owner","Townhouse",2,0,"Remote",0,383,6,6.8,2,"Desktop",1,10,3.3,NA,372,NA,NA
29,"Male",648795,"Master",5,"Employed","R06","Suburban","Single",2,1,"Owner","House",8,1,"Car",48,1584,7,NA,7,"Desktop",0,7,3.7,"Organic",461,NA,NA
34,"Female",760999,"Bachelor",4,"Unemployed","R01","Urban","Cohabiting",2,1,"Owner","House",9,1,"Car",12,1801,3,3.4,4,"Tablet",0,1,2.4,"Paid",476,NA,NA
36,"Female",528108,"Bachelor",5,"Employed","R07","Suburban","Married",1,1,"Renter","Apartment",3,1,"Car",35,710,10,8.3,3,"Desktop",0,4,3.8,"Organic",290,NA,NA
38,"Female",1136531,"Bachelor",2,"SelfEmployed","R02","Urban","Cohabiting",1,1,"Owner","Townhouse",9,1,"Remote",0,2052,11,9,4,"Desktop",0,7,5.4,"Organic",835,NA,NA
40,"Male",119278,"Master",3,"Student","R01","Urban","Married",2,1,"Owner","House",12,0,"Walk",33,183,8,19,8,"Tablet",1,7,5.2,"Organic",569,NA,NA
25,"Female",510654,"HighSchool",3,"Unemployed","R01","Urban","Cohabiting",2,1,"Renter","Apartment",7,0,"Car",45,0,NA,16.3,6,"Mobile",0,6,4.6,NA,179,NA,NA
35,"Female",433470,"Master",1,"Student","R02","Urban",NA,1,1,"Owner","Apartment",13,0,"Public",49,640,6,11.1,3,"Mobile",0,1,4.1,NA,146,"Dog",NA
39,"Female",259380,"HighSchool",1,"Employed","R19","Rural","Cohabiting",3,1,"Owner","House",11,1,"Car",34,485,5,13.7,7,"Mobile",0,7,2.9,"Organic",264,NA,NA
47,"Male",330709,"Master",4,"Employed","R01","Urban","Married",3,1,"Owner","Townhouse",9,0,"Public",38,1291,12,20.7,8,"Mobile",1,5,3,"Paid",112,NA,NA
34,"Female",513659,"HighSchool",3,"Employed","R20","Rural","Single",2,1,"Owner","House",10,0,"Car",52,670,8,17,8,"Mobile",1,7,3.5,"Organic",0,NA,NA
NA,"Female",877358,NA,4,"SelfEmployed","R01","Urban","Divorced",1,1,"Renter","Apartment",8,1,"Bike",33,1046,2,NA,3,"Mobile",0,3,1.7,NA,0,NA,1159.8
33,"Female",517001,"HighSchool",1,"Employed","R02","Urban","Married",1,1,"Owner","Apartment",8,1,"Bike",21,2256,NA,6.3,8,"Mobile",1,2,1.8,"Organic",322,NA,NA
35,"Male",644243,NA,NA,"Employed","R02","Urban","Single",2,1,"Owner","Apartment",10,1,"Car",26,0,NA,9,6,"Desktop",0,3,3.6,NA,142,NA,NA
36,"Female",269982,"Bachelor",5,"SelfEmployed","R01","Urban","Cohabiting",1,1,"Owner","Apartment",9,0,"Car",32,529,4,8.7,5,"Mobile",0,0,2,"Organic",288,NA,NA
31,"Female",352364,"Master",1,"Retired","R01","Urban","Cohabiting",2,1,"Owner","Apartment",4,0,"Public",19,993,2,5.5,1,"Desktop",0,2,2.4,"Paid",0,NA,739.5
41,"Male",440367,"Bachelor",2,"Employed","R08","Suburban","Cohabiting",4,1,"Owner","House",15,1,"Car",35,445,2,8.4,6,"Desktop",0,5,3.7,"Paid",1105,NA,NA
26,"Female",486843,"Master",2,"Employed","R01","Urban","Married",3,1,"Owner","Townhouse",8,1,"Car",35,1273,4,4.6,1,"Desktop",0,4,2.2,"Paid",0,NA,NA
35,"Female",602030,"Master",5,"Employed","R01","Urban","Cohabiting",2,1,"Owner","Apartment",9,1,"Car",51,892,4,5,4,"Desktop",0,5,4.2,"Paid",346,NA,NA
31,"Female",406340,"HighSchool",4,"Student","R02","Urban","Single",2,1,"Owner","Apartment",10,1,"Public",24,0,5,7.1,6,"Mobile",0,5,4,"Referral",254,NA,NA
31,"Male",686028,"HighSchool",1,"SelfEmployed","R01","Urban","Cohabiting",1,1,"Owner","Apartment",6,0,"Car",25,953,8,18.8,7,"Desktop",1,0,2,"Organic",546,NA,NA
45,"Female",520414,"HighSchool",2,"Employed","R06","Suburban","Cohabiting",1,1,"Owner","Townhouse",13,0,"Remote",0,1191,6,7.8,4,"Mobile",1,6,2.8,"Direct",371,NA,NA
44,"Male",213480,"HighSchool",5,"Student","R01","Urban","Married",2,1,"Owner","Apartment",17,0,"Walk",25,346,4,5.2,2,"Mobile",0,4,3.1,"Direct",251,NA,NA
50,"Male",548253,NA,NA,"Retired","R05","Suburban","Married",3,1,"Renter","Townhouse",9,1,"Car",33,1944,5,5.8,3,"Desktop",1,4,3.6,NA,0,NA,1159.6
33,"Female",175864,"PhD",1,"Employed","R07","Suburban","Single",1,1,"Renter","House",11,0,"Bike",53,1397,11,NA,4,"Mobile",0,2,4.5,"Direct",221,NA,NA
35,"Male",317186,"Bachelor",4,"Employed","R11","Suburban","Cohabiting",1,1,"Renter","Other",10,1,"Car",49,931,NA,19.2,8,"Mobile",0,5,3.3,NA,526,NA,NA
25,"Female",527942,"Master",4,"Employed","R01","Urban","Cohabiting",3,1,"Renter","Apartment",5,1,"Walk",29,2820,7,11.2,1,"Mobile",0,6,1.2,"Referral",437,NA,NA
NA,"Female",219678,NA,2,"SelfEmployed","R01","Urban","Single",3,1,"Owner","Apartment",7,1,"Car",29,0,4,7.1,3,"Mobile",0,2,4.1,NA,178,NA,NA
52,"Male",422628,"Bachelor",6,"Employed","R01","Urban","Married",3,1,"Owner","Apartment",6,0,"Bike",16,2586,4,7.1,2,"Mobile",0,5,2.5,"Organic",0,NA,NA
32,"Female",427570,"Master",4,"Employed","R05","Suburban","Cohabiting",3,1,"Owner","House",7,1,"Bike",34,781,9,10.9,5,"Desktop",1,3,3.6,"Paid",456,NA,NA
27,"Male",420666,"Bachelor",3,"Retired","R01","Urban","Cohabiting",1,1,"Renter","House",4,0,"Bike",33,0,3,8,6,"Desktop",1,7,4.1,"Paid",628,NA,NA
35,"Male",276836,"Other",3,"Student","R10","Suburban","Cohabiting",2,1,"Other","Apartment",1,0,"Remote",0,523,4,7.7,3,"Desktop",0,2,3.4,"Paid",163,NA,NA
46,"Male",625994,"Bachelor",2,"Student","R03","Urban","Married",1,1,"Owner","House",12,0,"Public",47,1035,5,8.2,4,"Desktop",0,3,2.7,"Organic",362,NA,NA
25,"Female",667588,"PhD",2,"Student","R11","Suburban","Married",1,1,"Owner","House",6,1,"Car",44,950,9,12.5,0,"Desktop",0,3,3.1,"Organic",84,NA,NA
33,"Male",362950,"PhD",4,"Employed","R07","Suburban","Cohabiting",1,1,"Renter","Other",10,1,"Car",37,536,5,10.3,3,"Mobile",0,7,4.4,"Organic",349,NA,NA
39,"Male",569403,"Bachelor",4,"Unemployed","R10","Suburban","Married",2,1,"Owner","Townhouse",10,0,"Bike",52,0,3,18.4,4,"Mobile",0,7,5,"Direct",411,NA,NA
54,"Female",283962,"HighSchool",2,"Student","R15","Rural","Cohabiting",1,1,"Owner","Townhouse",10,1,"Car",40,600,7,8.3,4,"Mobile",0,6,4,"Organic",22,NA,NA
31,"Male",455618,NA,NA,"Employed","R01","Urban","Married",1,1,"Owner","Townhouse",3,1,"Public",35,520,2,5.7,1,"Mobile",0,9,0.7,NA,52,NA,NA
